Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDD33,OUT010,548.2137245239887
FDR34,OUT027,6411.026582368012
FDU04,OUT045,2083.2169914251226
FDE35,OUT019,157.5252618650149
NCD31,OUT035,2691.0290985652014
FDJ56,OUT035,1554.6333790350834
NCU53,OUT046,2704.045838215326
FDD39,OUT035,3560.0841497841825
NCU17,OUT019,269.6196070036783
FDJ20,OUT046,2083.2169914251226
NCW41,OUT018,2569.987786714288
FDL52,OUT035,695.2981677696403
FDS39,OUT035,2087.757861155802
DRJ47,OUT045,2837.650574505186
FDP13,OUT010,89.95738281409562
DRK39,OUT010,207.04576697291793
FDF28,OUT010,288.01157533905985
FDB09,OUT045,2083.2169914251226
FDM51,OUT046,1554.6333790350834
DRM49,OUT018,702.3036897432451
DRF23,OUT013,2837.650574505186
DRH01,OUT035,2837.650574505186
FDH12,OUT027,2695.3818253052395
FDA28,OUT019,286.09259713685907
FDW37,OUT018,1485.5125643169415
FDF02,OUT046,1563.676858596357
DRL37,OUT046,695.2981677696403
NCF43,OUT046,2087.757861155802
FDH08,OUT010,513.4725155472959
FDR34,OUT019,551.9792880587262
NCK19,OUT049,3092.6216159552832
NCD55,OUT018,695.2981677696403
FDT27,OUT049,3885.6588313889783
FDQ57,OUT045,2466.0833550235084
FDA47,OUT035,2691.0290985652014
DRG15,OUT027,1784.266503656536
FDE05,OUT018,2459.6510155577193
FDN46,OUT046,1558.5813264579365
FDX27,OUT027,2589.12248948772
FDT51,OUT045,1602.9744283168961
FDU33,OUT013,695.2981677696403
FDJ16,OUT027,1660.3546124625534
FDD20,OUT019,283.49066537617136
FDT36,OUT049,695.2981677696403
DRF15,OUT027,3875.648505506979
FDN52,OUT010,216.83755706515777
FDC22,OUT027,5157.579430683711
FDX15,OUT045,2672.2304336820985
FDT13,OUT013,3092.6216159552832
FDU04,OUT017,2083.2169914251226
FDU31,OUT019,535.4305884768851
FDW59,OUT027,2296.9336788706137
NCO29,OUT046,2704.045838215326
FDL15,OUT035,2482.985847197178
FDI41,OUT049,2466.0833550235084
FDQ48,OUT049,1554.6333790350834
DRI39,OUT013,859.4804293220585
FDI08,OUT013,4057.7226106668186
FDC21,OUT049,1602.9744283168961
FDF58,OUT035,956.6803613656891
FDS08,OUT010,432.6431749481061
FDE47,OUT045,2083.2169914251226
NCP18,OUT019,339.2748494285143
NCR41,OUT013,1554.6333790350834
FDA27,OUT013,4080.8576748916375
FDA43,OUT035,3092.6216159552832
FDA49,OUT045,1375.0353278290881
NCE55,OUT018,2820.429900481097
DRM49,OUT027,1109.5349089935335
FDF22,OUT027,5616.6917051116625
FDQ15,OUT018,1224.3630645026801
NCS54,OUT017,2837.650574505186
NCY05,OUT013,695.2981677696403
FDR45,OUT046,4035.791320508657
FDK57,OUT049,2083.2169914251226
FDF41,OUT010,564.7839076593251
FDV21,OUT046,2083.2169914251226
FDD51,OUT046,706.1505478734296
FDF33,OUT046,1589.0162401452146
FDA38,OUT046,4035.791320508657
FDR56,OUT045,3092.6216159552832
NCN41,OUT017,2083.2169914251226
FDC60,OUT027,2379.6993677233904
FDB47,OUT045,3560.0841497841825
DRH01,OUT013,2837.650574505186
FDW08,OUT046,1563.676858596357
FDF38,OUT027,1109.5349089935335
FDY32,OUT017,2691.0290985652014
FDG34,OUT049,1589.0162401452146
FDG47,OUT019,548.4863680623847
NCF18,OUT035,3092.6216159552832
FDL39,OUT019,479.89826438327884
NCH55,OUT035,2083.2169914251226
DRJ35,OUT049,912.6248534494639
FDS44,OUT035,3938.779999281934
DRE01,OUT018,3835.3371793048564
FDY39,OUT013,3082.4429478276807
FDY32,OUT018,2673.8084245411123
FDR33,OUT027,2999.1147433657816
NCP50,OUT049,1250.4902689896994
FDZ47,OUT018,1554.6333790350834
FDU57,OUT049,2482.985847197178
FDY44,OUT013,3092.6216159552832
DRH59,OUT018,1082.333237046173
FDB03,OUT027,6345.781050819975
FDY46,OUT045,3092.6216159552832
FDM39,OUT045,2837.650574505186
FDY36,OUT035,1147.8897504108365
NCM55,OUT035,3082.4429478276807
FDJ50,OUT010,138.71640178608595
DRL60,OUT013,2476.3109610313427
NCJ54,OUT049,3852.3101446438163
FDX59,OUT017,695.2981677696403
FDI07,OUT013,3175.639106963004
DRF51,OUT010,92.65822803801998
FDM14,OUT017,1589.0162401452146
FDP21,OUT045,3092.6216159552832
FDE40,OUT035,1005.334212123799
FDE05,OUT035,2466.0833550235084
FDM13,OUT027,3322.5377957849105
FDC34,OUT027,3994.367721805473
NCI55,OUT018,2083.2169914251226
NCE43,OUT018,2741.8326818723203
FDW58,OUT018,1575.520000901861
FDG60,OUT045,3887.5095394959935
FDV31,OUT017,2837.650574505186
FDR47,OUT013,3092.6216159552832
FDM60,OUT019,89.55275723688703
NCF06,OUT018,4013.4260620124987
NCN26,OUT027,3038.3882452647863
FDQ59,OUT049,1380.8927898516254
FDF09,OUT046,695.2981677696403
NCS06,OUT017,4145.037590064405
FDT44,OUT046,1965.0635480443823
FDI19,OUT017,3992.6795117949237
FDT22,OUT017,906.4276134867451
NCF54,OUT027,4309.48721968967
DRG25,OUT045,3092.6216159552832
FDB59,OUT017,3115.814894231067
FDQ37,OUT017,3092.6216159552832
FDP56,OUT035,706.1505478734296
FDW44,OUT035,2837.650574505186
FDJ26,OUT010,561.7067561068474
FDU43,OUT018,3851.428962614277
FDW33,OUT045,1563.676858596357
NCX53,OUT027,3370.784452615742
FDN56,OUT010,403.7536519868548
DRF15,OUT049,2482.985847197178
FDO33,OUT017,1885.401906805224
FDZ39,OUT010,247.22864703872793
NCJ19,OUT017,859.4804293220585
FDU01,OUT035,3092.6216159552832
FDT12,OUT035,3803.249435302104
NCM18,OUT018,936.6112029342723
FDP19,OUT017,2083.2169914251226
NCR42,OUT049,695.2981677696403
FDN10,OUT046,2033.4976166472297
FDG44,OUT017,859.4804293220585
FDQ10,OUT046,2831.5522099260006
DRH13,OUT049,1563.676858596357
FDT52,OUT013,4005.5224177313876
FDM56,OUT045,1602.9744283168961
NCO43,OUT010,240.09917271950485
NCV29,OUT035,2837.650574505186
NCF06,OUT013,4126.554815519774
FDO50,OUT035,1504.833844842799
FDT59,OUT013,3922.853921018992
FDX40,OUT027,1109.5349089935335
FDE50,OUT017,3092.6216159552832
FDX51,OUT017,3115.814894231067
NCD30,OUT018,1554.6333790350834
FDK15,OUT013,1558.5813264579365
FDL12,OUT045,918.8158336109602
FDK46,OUT017,4053.810790423438
DRH49,OUT010,203.70852853752757
FDQ57,OUT046,2466.0833550235084
FDY59,OUT017,1524.6168463952338
FDO09,OUT018,3914.920354615083
NCG30,OUT035,2083.2169914251226
FDM09,OUT017,2759.0533558964094
NCN17,OUT027,2676.585696001472
NCS42,OUT013,1485.5125643169415
FDD02,OUT019,276.61197828470273
FDE34,OUT013,3082.4429478276807
FDU38,OUT045,3092.6216159552832
FDB33,OUT046,2581.4171552670095
NCJ29,OUT017,1380.8927898516254
FDZ27,OUT035,706.1505478734296
FDI40,OUT013,1554.6333790350834
FDG22,OUT013,695.2981677696403
FDT51,OUT017,1602.9744283168961
FDF20,OUT018,3138.1951257343185
FDV50,OUT035,2083.2169914251226
FDT02,OUT049,695.2981677696403
DRC49,OUT017,2466.0833550235084
FDF26,OUT049,2482.985847197178
FDV52,OUT035,2033.4976166472297
FDX59,OUT049,695.2981677696403
FDV25,OUT035,3609.687382486218
FDW23,OUT027,1109.5349089935335
FDE53,OUT018,1575.520000901861
FDA19,OUT017,2087.757861155802
FDH22,OUT046,2083.2169914251226
NCO41,OUT013,1554.6333790350834
FDX12,OUT017,4028.495301959922
FDF17,OUT013,3115.814894231067
FDS11,OUT045,3786.3013521054304
FDR51,OUT035,2466.0833550235084
FDT49,OUT010,248.18747877181102
FDC56,OUT013,2083.2169914251226
FDR13,OUT027,3047.7792313143423
FDQ60,OUT035,2083.2169914251226
FDN38,OUT049,3992.444899886827
NCL29,OUT013,2587.539641617591
FDO13,OUT027,4308.736984078918
FDE26,OUT018,2459.6510155577193
FDA31,OUT010,437.3124943161001
FDX14,OUT035,1142.0322883882995
FDA34,OUT045,2837.650574505186
FDF26,OUT013,2499.2624164119784
FDE38,OUT045,2732.5974133969576
DRI11,OUT046,1872.9209968895798
FDQ60,OUT027,3047.7792313143423
FDL21,OUT027,1109.5349089935335
DRC12,OUT027,5147.311360049447
FDC47,OUT046,3797.5035409065326
FDE57,OUT045,2087.757861155802
FDT14,OUT045,2083.2169914251226
NCZ53,OUT046,3092.6216159552832
FDE28,OUT018,3724.5121234698863
FDR19,OUT035,2466.0833550235084
NCF54,OUT019,388.25452011627294
FDZ08,OUT046,1256.3477310122364
NCJ05,OUT018,2492.8300769461894
FDF59,OUT046,2083.2169914251226
NCO05,OUT035,1554.6333790350834
FDW24,OUT018,723.1039102984963
NCX42,OUT018,2698.6290120156204
NCA53,OUT035,706.1505478734296
FDI45,OUT019,412.5262872366893
FDG46,OUT046,1851.0760329405532
FDM20,OUT010,554.4617175003559
FDW11,OUT010,155.65735443721604
FDX08,OUT035,2880.927613519877
NCK17,OUT035,695.2981677696403
FDK32,OUT018,2476.553507731389
NCA42,OUT035,2672.2304336820985
DRI01,OUT035,2819.894151439312
NCL55,OUT049,4053.810790423438
DRE25,OUT018,1530.65301706444
FDD14,OUT017,3082.4429478276807
FDB10,OUT046,3906.121520037673
DRN11,OUT035,2466.0833550235084
FDP38,OUT018,733.1370030027764
NCA30,OUT017,3092.6216159552832
FDT15,OUT017,3092.6216159552832
NCP55,OUT018,859.4804293220585
FDF12,OUT035,2466.0833550235084
FDM21,OUT018,3961.3654052091265
FDX56,OUT035,3554.711046362912
FDF10,OUT017,2466.0833550235084
FDT32,OUT045,3092.6216159552832
FDM51,OUT018,1558.5813264579365
NCR50,OUT018,2492.8300769461894
FDI19,OUT049,3992.6795117949237
FDX21,OUT017,1575.520000901861
FDR31,OUT035,2466.0833550235084
FDY02,OUT013,4018.363174592161
NCA29,OUT045,2813.4232893621624
NCX17,OUT046,3880.760677506794
FDM12,OUT045,3092.6216159552832
FDI53,OUT027,4114.560484093534
NCU30,OUT049,2704.045838215326
FDC56,OUT027,3065.1115101357254
FDK27,OUT018,2083.2169914251226
NCK18,OUT017,2732.5974133969576
FDB52,OUT019,534.6852550828875
DRG25,OUT027,4942.333168521374
FDZ13,OUT049,798.4708543811032
FDB57,OUT019,546.855262623718
FDR40,OUT046,1298.8923466193173
NCO14,OUT019,90.94254428323603
NCN19,OUT045,3092.6216159552832
FDQ28,OUT019,343.34703512821613
FDO13,OUT018,2686.825164191237
FDK48,OUT013,1214.4347712228175
FDU07,OUT018,2476.553507731389
FDW20,OUT046,2083.2169914251226
FDV12,OUT010,243.8097053515444
FDH24,OUT013,2645.4995909662007
FDV59,OUT049,3560.0841497841825
FDK57,OUT045,2083.2169914251226
FDL16,OUT027,1109.5349089935335
NCQ17,OUT046,2517.8837974795806
FDJ15,OUT018,3081.8332813969837
FDX24,OUT049,1524.6168463952338
FDT47,OUT046,1554.6333790350834
FDT10,OUT049,912.6248534494639
FDZ37,OUT018,1418.7345418308764
FDW43,OUT027,6464.371977475988
DRN36,OUT017,1545.200940061716
FDJ14,OUT045,1221.2394219362927
FDA32,OUT013,3565.9176268669607
FDJ38,OUT019,529.1729956242185
FDQ57,OUT017,2466.0833550235084
NCQ41,OUT019,588.6291370932867
FDG56,OUT049,906.4276134867451
DRC13,OUT027,3232.075258034745
FDV55,OUT035,2466.0833550235084
FDQ49,OUT045,2581.4171552670095
FDE29,OUT010,163.33274902776287
FDR03,OUT013,3554.711046362912
FDD45,OUT049,1524.6168463952338
FDN38,OUT010,571.7135063873051
FDT56,OUT046,859.4804293220585
FDT48,OUT045,3188.459545212623
FDU03,OUT049,2957.624118104819
FDC56,OUT010,261.45898784073654
NCO43,OUT027,2658.3012907089137
FDQ27,OUT017,1558.5813264579365
FDR03,OUT046,3554.711046362912
DRH23,OUT010,153.944297655237
FDG22,OUT045,695.2981677696403
NCJ42,OUT013,1563.676858596357
FDR24,OUT046,1485.5125643169415
FDW60,OUT035,2837.650574505186
FDJ08,OUT013,3092.6216159552832
DRL59,OUT018,798.4708543811032
FDG60,OUT010,553.6836876635444
FDW27,OUT017,2524.7329348714466
FDX14,OUT018,1208.5773092002803
FDC20,OUT013,859.4804293220585
NCS29,OUT018,4004.110078679802
FDJ56,OUT046,1554.6333790350834
FDB20,OUT019,187.0772292349983
FDL28,OUT027,6374.352477707464
FDW01,OUT018,2476.553507731389
FDL03,OUT046,3115.814894231067
FDX22,OUT049,3565.9176268669607
FDJ21,OUT035,2466.0833550235084
FDR31,OUT045,2466.0833550235084
FDG21,OUT035,2482.985847197178
FDS22,OUT027,1109.5349089935335
FDK08,OUT035,1554.6333790350834
FDE17,OUT018,2476.553507731389
NCN30,OUT017,1554.6333790350834
FDT50,OUT046,1554.6333790350834
NCX42,OUT049,2691.0290985652014
FDJ12,OUT035,3565.9176268669607
NCA18,OUT027,3038.3882452647863
FDP23,OUT019,592.1129189126582
FDX12,OUT013,3994.910983406175
FDN40,OUT018,2486.7167625767097
FDV48,OUT035,1214.4347712228175
NCY54,OUT013,2837.650574505186
FDL16,OUT010,99.06574588628999
FDR45,OUT018,3932.348500531579
FDJ52,OUT046,2685.0944402648825
DRG01,OUT017,1208.5773092002803
FDP52,OUT013,3874.9392009154544
FDU58,OUT017,3092.6216159552832
FDL02,OUT045,1563.676858596357
FDG28,OUT013,4005.5224177313876
FDA19,OUT035,2083.2169914251226
FDW46,OUT027,1812.765652328253
NCD43,OUT049,1563.676858596357
DRG39,OUT013,798.4708543811032
NCF55,OUT049,695.2981677696403
FDJ07,OUT046,1974.469099635926
FDE08,OUT046,2466.0833550235084
FDP56,OUT019,102.8214871751841
FDT45,OUT045,850.5186253567331
FDF17,OUT018,3081.8332813969837
FDX44,OUT046,1413.3911518257728
FDM28,OUT027,4932.391844646303
FDI36,OUT049,3115.814894231067
FDS07,OUT045,1912.9074872744711
FDD36,OUT045,1965.0635480443823
FDW11,OUT046,912.6248534494639
FDN40,OUT049,2499.2624164119784
NCQ18,OUT049,1554.6333790350834
NCQ54,OUT017,2732.5974133969576
NCS42,OUT045,1504.833844842799
DRH39,OUT010,164.70128489206192
FDC09,OUT027,2680.11726955397
FDT08,OUT010,338.67509516193786
FDC08,OUT035,3813.478803971821
FDT20,OUT017,695.2981677696403
FDS35,OUT035,1013.1070193947392
FDX58,OUT018,3071.654613269381
FDW58,OUT046,1563.676858596357
DRD27,OUT046,1554.6333790350834
FDH32,OUT019,250.07115858844836
FDS26,OUT035,4020.2138826991763
FDQ31,OUT046,1387.841199743977
FDP11,OUT018,3495.073661291621
FDD58,OUT017,1554.6333790350834
FDM33,OUT045,3513.122071999415
FDZ16,OUT049,3092.6216159552832
NCS29,OUT010,603.5923476024776
NCM18,OUT019,162.79063209568505
FDP11,OUT049,3566.0133132726255
NCC42,OUT017,2087.757861155802
DRM23,OUT046,2837.650574505186
NCN55,OUT027,6357.7149368217215
FDK46,OUT013,4062.9575170791886
FDR01,OUT046,3148.9834602926185
NCA05,OUT045,2471.733255224748
NCP43,OUT017,2837.650574505186
FDR12,OUT010,420.1170058973031
FDQ01,OUT013,4010.5279491689794
FDM13,OUT046,2087.757861155802
FDQ19,OUT017,4057.2676413015647
FDK56,OUT019,543.6928235865281
NCX06,OUT010,486.75500708320345
FDO56,OUT027,3047.7792313143423
FDU45,OUT045,1817.5201565048378
FDI16,OUT019,151.925282546984
FDL32,OUT046,1872.9209968895798
FDA07,OUT046,2083.2169914251226
FDA14,OUT045,2466.0833550235084
FDV46,OUT027,3355.769570965478
NCO07,OUT035,3565.9176268669607
NCP41,OUT046,1563.676858596357
FDY60,OUT018,2087.757861155802
FDN38,OUT017,3992.444899886827
FDO15,OUT046,1142.0322883882995
FDT60,OUT013,2083.2169914251226
FDA55,OUT035,3820.39405901632
FDE02,OUT010,222.52716222757152
DRJ39,OUT049,3598.006097381334
FDV34,OUT035,1107.3108005486076
FDS20,OUT027,4982.435620713656
FDF02,OUT027,2680.11726955397
FDW40,OUT017,2110.5891503962325
NCB43,OUT046,3092.6216159552832
FDR58,OUT017,1499.2175445601113
DRJ59,OUT035,695.2981677696403
NCD30,OUT017,1554.6333790350834
FDE14,OUT017,1554.6333790350834
FDC28,OUT018,1575.520000901861
FDU16,OUT018,1299.847950768376
NCD19,OUT035,859.4804293220585
FDU21,OUT046,695.2981677696403
FDV59,OUT027,5919.063057090574
FDU03,OUT045,3082.4429478276807
FDC33,OUT010,611.4700342991724
NCR42,OUT035,695.2981677696403
DRH59,OUT035,1147.8897504108365
NCM31,OUT035,2087.757861155802
FDS50,OUT035,3795.0673152569448
FDP39,OUT046,835.3413702694297
FDQ55,OUT013,1934.4819614265987
FDV36,OUT019,285.9043672674827
FDI05,OUT027,2038.9006514519751
FDS45,OUT027,2704.3031450827457
FDA39,OUT045,695.2981677696403
FDC37,OUT010,252.3631940275253
FDJ60,OUT027,4229.438010399898
DRQ35,OUT046,2083.2169914251226
NCJ06,OUT046,2083.2169914251226
NCY42,OUT018,2459.6510155577193
DRM37,OUT049,3092.6216159552832
FDR14,OUT045,798.4708543811032
FDE51,OUT049,695.2981677696403
FDT33,OUT017,2732.5974133969576
FDR08,OUT013,1817.5201565048378
FDE36,OUT010,397.9639430393823
FDL22,OUT019,267.1752750700508
FDR44,OUT013,2087.757861155802
FDI56,OUT019,238.23576930338416
FDE47,OUT010,291.0468890486985
FDV27,OUT010,229.80230532084423
FDV10,OUT049,695.2981677696403
FDC40,OUT045,1208.5773092002803
NCX41,OUT013,3578.5878102165607
NCQ38,OUT027,2680.11726955397
FDV12,OUT027,2676.585696001472
FDE52,OUT017,1431.3730239349275
FDG20,OUT027,4938.333108261265
FDV16,OUT027,1109.5349089935335
FDI32,OUT017,1885.401906805224
FDJ32,OUT049,936.6112029342723
FDN39,OUT018,2741.8326818723203
FDY34,OUT017,2732.5974133969576
FDC14,OUT035,695.2981677696403
FDA55,OUT017,3820.39405901632
FDZ50,OUT010,501.9371590167369
DRG13,OUT049,2704.045838215326
FDP01,OUT013,2499.2624164119784
NCG54,OUT017,2837.650574505186
FDM13,OUT045,2087.757861155802
NCO18,OUT027,4892.289392454021
NCW41,OUT013,2524.7329348714466
FDM52,OUT027,3854.2812577153945
NCF55,OUT035,695.2981677696403
FDT09,OUT046,2087.757861155802
NCM19,OUT035,1602.9744283168961
FDW12,OUT018,2459.6510155577193
FDP15,OUT019,651.6450296664299
FDK36,OUT045,706.1505478734296
FDZ25,OUT035,2837.650574505186
NCW06,OUT049,3092.6216159552832
FDW60,OUT046,2856.829837832294
DRC49,OUT013,2466.0833550235084
NCT17,OUT035,3092.6216159552832
NCN06,OUT018,2686.825164191237
FDC45,OUT013,2819.894151439312
DRJ47,OUT019,389.85679466085656
NCF06,OUT045,4107.722155333827
FDE21,OUT010,265.30730225926
DRG27,OUT013,695.2981677696403
FDW40,OUT049,2087.757861155802
NCO53,OUT046,3092.6216159552832
FDE23,OUT049,695.2981677696403
FDQ16,OUT046,1582.172648968509
FDS26,OUT045,4011.067156043426
FDZ13,OUT010,100.01075156006043
FDS14,OUT049,2524.7329348714466
FDC10,OUT045,2042.19908201547
FDY16,OUT049,3092.6216159552832
FDJ20,OUT035,2083.2169914251226
FDV43,OUT035,695.2981677696403
FDZ32,OUT027,2680.11726955397
FDR23,OUT046,2837.650574505186
FDN24,OUT035,844.0393730031814
FDE34,OUT027,5006.646609513118
FDU31,OUT013,3565.9176268669607
FDW33,OUT018,1575.520000901861
FDU26,OUT046,1941.7595013785606
FDE20,OUT027,4131.266463843166
NCW05,OUT035,1563.676858596357
FDB22,OUT018,2476.553507731389
FDO56,OUT046,1912.9074872744711
FDA19,OUT027,3263.5393358441133
DRI39,OUT045,859.4804293220585
FDH52,OUT018,906.4276134867451
FDZ50,OUT035,3082.4429478276807
NCN42,OUT035,2466.0833550235084
FDB53,OUT013,2466.0833550235084
DRG11,OUT017,1589.0162401452146
DRK11,OUT027,3854.2812577153945
FDQ60,OUT017,2083.2169914251226
FDT36,OUT017,695.2981677696403
DRG25,OUT018,3081.8332813969837
DRJ23,OUT046,3092.6216159552832
FDG05,OUT035,2645.4995909662007
NCK06,OUT018,2083.2169914251226
FDU52,OUT017,2499.2624164119784
FDW07,OUT018,1425.51556191239
NCM17,OUT045,695.2981677696403
FDA22,OUT045,2759.0533558964094
NCA41,OUT018,3081.8332813969837
FDF38,OUT035,695.2981677696403
FDH52,OUT046,936.6112029342723
FDY58,OUT019,547.3479225479059
FDZ16,OUT045,3092.6216159552832
NCM18,OUT017,936.6112029342723
FDA22,OUT018,2715.3767393728685
NCJ43,OUT035,2837.650574505186
FDI34,OUT027,6374.352477707464
FDG56,OUT046,918.8158336109602
FDS34,OUT046,1912.9074872744711
DRC01,OUT035,727.6414913421227
FDQ04,OUT035,695.2981677696403
FDK04,OUT035,859.4804293220585
FDT51,OUT049,1602.9744283168961
FDV26,OUT017,3092.6216159552832
FDS04,OUT049,2087.757861155802
FDW43,OUT018,3802.0694769189436
FDQ28,OUT010,354.2055046818159
NCK06,OUT017,2083.2169914251226
FDS23,OUT018,2087.757861155802
FDZ36,OUT019,528.1345340541426
FDE56,OUT018,943.8638177347715
FDW10,OUT027,4938.333108261265
NCN14,OUT045,3092.6216159552832
NCQ18,OUT045,1554.6333790350834
FDW08,OUT017,1575.520000901861
FDU43,OUT035,3939.9269827725
FDR33,OUT010,265.6801372878004
FDM24,OUT010,386.331630346057
NCZ05,OUT046,1563.676858596357
NCV41,OUT035,1792.3234705947316
FDV11,OUT018,2820.429900481097
NCY05,OUT035,695.2981677696403
FDV44,OUT018,3081.8332813969837
FDW32,OUT049,1299.847950768376
NCU18,OUT027,3351.310073886164
NCC43,OUT035,4047.555696827409
FDW19,OUT013,1615.5519455257117
FDN31,OUT035,3092.6216159552832
FDI48,OUT045,733.1370030027764
FDS24,OUT017,1485.5125643169415
FDF46,OUT049,1912.9074872744711
DRG23,OUT017,2482.985847197178
FDG14,OUT018,2469.878621565553
NCY30,OUT049,2880.927613519877
FDO28,OUT018,2083.2169914251226
DRD24,OUT035,2087.757861155802
FDI33,OUT049,1485.5125643169415
FDN32,OUT046,3092.6216159552832
FDR16,OUT045,3513.122071999415
FDF26,OUT046,2499.2624164119784
NCN29,OUT018,706.1505478734296
FDE20,OUT045,2759.0533558964094
FDA46,OUT046,3092.6216159552832
FDU28,OUT045,3092.6216159552832
FDQ48,OUT045,1554.6333790350834
FDV36,OUT013,2083.2169914251226
FDR14,OUT018,844.0393730031814
FDP23,OUT017,3565.9176268669607
FDP56,OUT013,738.26324253966
FDK48,OUT010,165.2140804315619
FDR48,OUT046,2482.985847197178
NCY29,OUT049,859.4804293220585
FDM22,OUT018,850.5186253567331
DRJ01,OUT013,2691.0290985652014
FDZ43,OUT045,3983.9135486434084
FDV03,OUT035,2499.2624164119784
FDX11,OUT027,4968.714486072826
NCA41,OUT027,5177.80063142603
FDE38,OUT017,2732.5974133969576
FDI27,OUT018,706.1505478734296
FDN32,OUT013,3082.4429478276807
NCN43,OUT017,2083.2169914251226
FDB47,OUT027,5552.3645783766715
FDV03,OUT017,2517.8837974795806
NCN30,OUT045,1554.6333790350834
NCV54,OUT010,273.2267975646516
FDV07,OUT013,1589.0162401452146
FDP07,OUT049,3127.9275230225026
FDK48,OUT018,1062.4346597160074
FDM15,OUT019,330.1188148813088
FDY19,OUT027,3047.7792313143423
FDK46,OUT046,4072.643450609386
FDY11,OUT045,1024.9747006385276
FDH09,OUT046,798.4708543811032
FDO08,OUT027,4229.438010399898
FDU14,OUT013,4073.7720603722514
FDD22,OUT027,3011.10264543306
FDM27,OUT017,2581.4171552670095
FDL02,OUT027,2680.11726955397
NCA17,OUT035,2466.0833550235084
FDE38,OUT019,407.574997970587
NCG07,OUT049,3092.6216159552832
DRC27,OUT013,3993.0602752991585
FDA27,OUT035,4080.8576748916375
FDW40,OUT045,2087.757861155802
DRI11,OUT013,1912.9074872744711
FDN50,OUT046,1545.200940061716
FDR12,OUT046,2831.5522099260006
FDT34,OUT027,2717.218561576686
FDW11,OUT035,925.5737284453106
NCO30,OUT027,4942.333168521374
FDZ34,OUT017,3092.6216159552832
FDU45,OUT017,1851.0760329405532
NCD42,OUT035,695.2981677696403
FDX25,OUT045,2979.716077076677
NCR29,OUT046,859.4804293220585
FDX43,OUT019,414.2636874538219
FDB04,OUT010,208.5824580714114
FDR49,OUT027,1211.3616044521314
FDS39,OUT018,2087.757861155802
FDW58,OUT045,1563.676858596357
FDG22,OUT019,81.0769918092914
FDG31,OUT017,970.4649905362902
NCV53,OUT027,6357.7149368217215
DRJ37,OUT035,2471.733255224748
FDV07,OUT035,1602.9744283168961
FDW52,OUT018,2692.493226856545
FDT15,OUT045,3092.6216159552832
FDD02,OUT018,2033.4976166472297
FDM16,OUT035,1082.333237046173
NCE55,OUT046,2837.650574505186
FDB57,OUT018,3552.5674636997664
FDQ04,OUT013,695.2981677696403
FDQ47,OUT019,83.59309846000185
FDY14,OUT019,537.1841503037415
DRK37,OUT017,3092.6216159552832
FDO25,OUT017,3513.122071999415
FDL57,OUT046,4081.4094137609013
NCK29,OUT018,2083.2169914251226
FDK46,OUT027,6398.202867801452
NCB43,OUT010,530.9912636181348
DRE01,OUT027,6364.497017350019
FDC46,OUT018,3081.8332813969837
FDQ23,OUT045,1563.676858596357
FDX38,OUT049,727.6414913421227
FDG60,OUT018,3836.484162795422
FDW55,OUT017,4033.6162964465834
FDP39,OUT013,727.6414913421227
FDB20,OUT018,1214.4347712228175
FDV21,OUT017,2083.2169914251226
FDZ02,OUT013,1554.6333790350834
FDP19,OUT027,3279.6249871278796
FDA38,OUT035,4035.791320508657
FDH22,OUT045,2083.2169914251226
DRM11,OUT045,4063.4967239536354
FDO12,OUT027,5241.688896970703
FDT14,OUT049,2083.2169914251226
FDW34,OUT010,562.9421472532669
FDG04,OUT027,4887.140092551683
FDW59,OUT018,1375.0353278290881
FDR33,OUT018,1589.0162401452146
FDP32,OUT013,2083.2169914251226
FDL13,OUT027,6390.45349513991
FDD22,OUT013,1872.9209968895798
FDV40,OUT027,1812.765652328253
NCD55,OUT046,695.2981677696403
FDQ20,OUT010,95.55667352640967
FDD28,OUT045,859.4804293220585
FDC39,OUT045,3513.122071999415
NCR17,OUT049,1941.7595013785606
DRO35,OUT018,1918.908209713586
FDF40,OUT049,4091.306929220566
FDR31,OUT018,2459.6510155577193
NCQ41,OUT017,3092.6216159552832
FDP38,OUT046,727.6414913421227
NCU54,OUT027,5575.358671629307
FDG22,OUT018,695.2981677696403
DRK59,OUT013,3854.6659642531213
FDC37,OUT046,1575.520000901861
NCO42,OUT013,2466.0833550235084
NCT42,OUT017,2471.733255224748
FDX27,OUT035,1530.65301706444
FDV40,OUT018,1082.333237046173
FDT45,OUT027,1640.1301041243707
FDS47,OUT019,240.60801037874933
FDR45,OUT035,4018.4500332293574
FDB03,OUT045,3931.4839807331996
FDO49,OUT035,825.3348478030988
FDU60,OUT027,4259.282827736167
FDB26,OUT018,798.4708543811032
FDB46,OUT017,3513.122071999415
FDQ37,OUT019,512.5705115253917
FDN03,OUT017,4120.079268562208
NCX30,OUT045,4089.9059785326717
FDK32,OUT019,345.5583400271958
DRM47,OUT013,3092.6216159552832
NCO02,OUT046,1024.9747006385276
FDP04,OUT013,1013.1070193947392
NCO43,OUT049,1558.5813264579365
FDD59,OUT013,1256.3477310122364
FDQ10,OUT017,2837.650574505186
FDW45,OUT035,2466.0833550235084
NCK30,OUT049,4045.494584691045
FDU31,OUT018,3494.977974885956
NCQ17,OUT019,338.6509124459249
FDN01,OUT017,2837.650574505186
FDZ19,OUT049,2837.650574505186
DRG37,OUT017,2524.7329348714466
